,message_id,actor_id,engagement_type,engagement_parent,text,univ_id,time_published,media_type,geo,index_text,keyN,tweet_counts,user_counts,gpt_label,manual_label,is_gt,label
27647,4331864,63670,retweet,7327d1b015efd91bca5f1a3b1c81b35f470915c689151dfe6392175dd43695cd,"RT @anakbayan_ph Anakbayan reiterates opposition to Balikatan and EDCA, calls for end to unequal US-PH relationship FOR IMMEDIATE RELEASE April 11, 2023 #USTroopsOutNow #NoToBalikatan #JunkEDCA https://t.co/pI9fY1jHyn",,1681175503,Twitter,,11 anakbayan april balikatan calls edca end opposition ph reiterates relationship release rt unequal,14,36,10,opposing,,0,
27648,228072,63670,retweet,2689d7f7abd8fb1bac9a57a64433c27dcee5ec426a078e496980ac4a6eab5e2c,"RT  Manueltaripnog  Brasil URGENT ALT April 12, 7:40PM, three vehicles that identified Agnes Mesina - Cagayan Valley Coordinator; Walter Villegas - Youngtylist CV Coordinorator and another after communications treatment of EDCA.tps:/tcog/P14Hpp",,1681315206,Twitter,,12 40pm agnes alt april brasil cagayan communications coordinator coordinorator cv edca identified manueltaripnog mesina p14hpp rt tcog tps treatment urgent valley vehicles villegas walter youngtylist,26,52,10,neutral,,0,
27650,5968407,63670,retweet,abe167e1d8b2eb48a8750e4bd115d16653479c67a5e77fafdf9f4faf117b105e,"RT @MangingisdaSays I hope Kakampinks who criticize them in the replies section understand the issue first. Two EDCA sites will be in Cagayan, which could endanger residents in the friction between US & China. We must not let ourselves be dragged into the inter-imperialist war between US & China!",,1681805722,Twitter,,cagayan china china criticize dragged edca endanger friction hope imperialist inter issue kakampinks replies residents rt section sites understand war,20,118,10,opposing,,0,
27651,7162802,63670,retweet,3d581f804a8f1c57543e51257f11a527ef8907d708bdd31cb33a10866e205eb4,"RT ÖCarwyn_Candula Thulas is such a compressing state oath from the people of Cagayan. Kingship the EDCA base in Cagayan, they are himself one of the purges of potentially explosive imperial war. Their candle lighting ceremony is a sobering afterr of the imperial war takes.",,1681805772,Twitter,,afterr base cagayan cagayan candle ceremony compressing edca explosive imperial imperial kingship lighting oath people potentially purges rt sobering state takes thulas war war öcarwyn_candula,25,134,10,opposing,,0,
27652,1541798,63670,retweet,4ef4e1af617ff0abd1f92b7403b3639a50de4891a19d662919becbbef4034019,"RT @RachVillamor P1.11 trillion debt in 10 MONTHS. What have we seen in 10 months? - sim card registration - more EDCA sites, more US military bases - Maharlika investment scam - mandatory rotc - intensified attacks vs Human rights defenders, abductions and illegal detentions",,1685748425,Twitter,,11 abductions attacks bases card debt defenders detentions edca human illegal intensified investment maharlika mandatory military months months p1 registration rights rotc rt scam sim sites trillion,27,115,10,opposing,,0,
27653,420496,63670,retweet,d65b02e4ab79b8aaa2801083e42a56102434776510cc380c783fc481a4e8255c,"RT @YearoftheMonSy Because education is a weapon of conquest. By teaching Filipinos that the US is a friend to the Philippines, they pacified a people frustrated by the entry of another colonizer. If Spaniards used religion, Americans turned to education to colonize our minds >> #ArawngKalayaan",,1686620388,Twitter,,americans colonize colonizer conquest education education entry filipinos friend frustrated minds pacified people philippines religion rt spaniards teaching turned weapon,20,26,10,opposing,opposing,1,
27660,3431670,175933,retweet,ce13be5de1a1b29d1a55400c56b0255dc5466347c49d042ffd8fdb57333a01fd,"RT @GabrielaWomenPL INFOGRAPHIC: More than 12,000 US troops will participate in the 2023 Balikatan exercises, the biggest in history, as live-fire drills are set to be conducted in West PH Sea and near Taiwan Strait. This is a rehearsal for war which Filipinos clearly do not want #USTroopsOutNow https://t.co/jNumA0EmGt",,1680401278,Twitter,,000 12 balikatan biggest conducted drills exercises filipinos fire history infographic live participate ph rehearsal rt sea set strait taiwan troops war west,23,54,6,opposing,,0,
27661,2615322,175933,retweet,54c459054aec44975dd5b89d6462d3c6ace7a36f54fba6ef15188a7e28c0fd0e,"RT ARTVERVillam What is EDCA, and why should we be concerned that there are the most ancient NEW EDCA sites in the country? Athread - EDCA or Enhanced Defense Cooperation Agrement agreement of US and PH to maintain the US military system and the US and military bases of its PH. thps:/tcocencencencenc/Vo81bH",,1680694431,Twitter,,agreement agrement ancient artvervillam athread bases concerned cooperation country defense edca edca edca enhanced maintain military military ph ph rt sites system tcocencencencenc thps vo81bh,25,89,6,opposing,,0,
27662,3476647,175933,retweet,5f13d0840c00c3659547a23f35075d728dd4317aa1481db20f6b348f4b9cd1d0,"RT @bahaynadilaw spain, america, japan, and britain should exempt filipinos from visa as compensation for colonizing us",,1682740943,Twitter,,america britain colonizing compensation exempt filipinos japan rt spain visa,10,1906,6,neutral,,0,
27663,4890027,175933,retweet,4ef4e1af617ff0abd1f92b7403b3639a50de4891a19d662919becbbef4034019,"RT @RachVillamor P1.11 trillion debt in 10 MONTHS. What have we seen in 10 months? - sim card registration - more EDCA sites, more US military bases - Maharlika investment scam - mandatory rotc - intensified attacks vs Human rights defenders, abductions and illegal detentions",,1685699256,Twitter,,11 abductions attacks bases card debt defenders detentions edca human illegal intensified investment maharlika mandatory military months months p1 registration rights rotc rt scam sim sites trillion,27,115,6,opposing,,0,
27664,5130127,175933,retweet,4dfded1823bdf273f690dbdafc8bd4314e48ad6fca4a0e4ba03fd05ad04835fe,"RT @gabrielashelang Walk with pride? But we do not forget how Jennifer Laude was brutally killed by US Navy, also with different kind of injustices in our community that institutionalized VFA, EDCA and unequal treaties of US and the PH. Hindi kami nakakalimot. #JusticeForJenniferLaude",,1687004733,Twitter,,brutally community edca forget hindi injustices institutionalized jennifer kami killed kind laude nakakalimot navy ph pride rt treaties unequal vfa walk,21,78,6,opposing,opposing,1,
27665,4500335,175933,retweet,37f70bff3a6f85078ff2103c04f905f23214a9abf9e32d25f22f534d324e359c,"RT @Bahaghari_PH “This war will never even happen in the US. It will not happen in China. This war will happen here, in the Philippines. It is Filipinos who will pay to maintain the dominance of the US”. Watch Al Jazeera’s (@ajplus) investigation on Balikatan: https://t.co/3PnOkQ8Hin https://t.co/5ElnlLeFlq",,1687931146,Twitter,,al balikatan china dominance filipinos happen happen happen investigation jazeera maintain pay philippines rt war war watch,17,71,6,opposing,,0,
27671,700748,45959,retweet,ce13be5de1a1b29d1a55400c56b0255dc5466347c49d042ffd8fdb57333a01fd,"RT @GabrielaWomenPL INFOGRAPHIC: More than 12,000 US troops will participate in the 2023 Balikatan exercises, the biggest in history, as live-fire drills are set to be conducted in West PH Sea and near Taiwan Strait. This is a rehearsal for war which Filipinos clearly do not want #USTroopsOutNow https://t.co/jNumA0EmGt",,1680491732,Twitter,,000 12 balikatan biggest conducted drills exercises filipinos fire history infographic live participate ph rehearsal rt sea set strait taiwan troops war west,23,54,9,opposing,,0,
27672,2247163,45959,retweet,632f9b57a9b6e4702d82827c3a0d22edd25b81490219ed51c8fb9d1ebd770300,"ROOPS, BATAN EXERCISES, VFA-EDCA! VFA-EDCA, OTHERS! Show support for post QROPS: I [Palango] from [Omaranization] and I am in agreement with the call to discard VFACEDCA and protest what will be held by Baintanciers Exes to begin tomorrow. #Uroops wOts/t/C).",,1681130031,Twitter,,agreement baintanciers batan begin call discard edca edca exercises exes held omaranization palango post protest qrops roops show support tomorrow vfa vfa vfacedca wots,24,12,9,neutral,,0,
27677,250880,45959,retweet,9a8b3a54b28c911e4c2529f1dd98b891e1a0d8509b5e0d12c8899798091170f8,"RT ęlfs_upv Today’s # SunN Freeness, what is the catch of the whistle carried on April? Watch! #JunkVFAEDCA # Says Thepolps:/tco/2uyGlaBC0",,1686558275,Twitter,,2uyglabc0 april carried catch freeness rt sunn tco thepolps today watch whistle ęlfs_upv,13,30,9,opposing,opposing,1,
27681,4489893,1402469,retweet,ce13be5de1a1b29d1a55400c56b0255dc5466347c49d042ffd8fdb57333a01fd,"RT @GabrielaWomenPL INFOGRAPHIC: More than 12,000 US troops will participate in the 2023 Balikatan exercises, the biggest in history, as live-fire drills are set to be conducted in West PH Sea and near Taiwan Strait. This is a rehearsal for war which Filipinos clearly do not want #USTroopsOutNow https://t.co/jNumA0EmGt",,1680486144,Twitter,,000 12 balikatan biggest conducted drills exercises filipinos fire history infographic live participate ph rehearsal rt sea set strait taiwan troops war west,23,54,5,opposing,,0,
27684,4801952,1402469,retweet,9a8b3a54b28c911e4c2529f1dd98b891e1a0d8509b5e0d12c8899798091170f8,"RT ęlfs_upv Today’s # SunN Freeness, what is the catch of the whistle carried on April? Watch! #JunkVFAEDCA # Says Thepolps:/tco/2uyGlaBC0",,1686557636,Twitter,,2uyglabc0 april carried catch freeness rt sunn tco thepolps today watch whistle ęlfs_upv,13,30,5,opposing,opposing,1,
27685,4831034,1402469,retweet,32d24001ee3a9d72adf0ab995923a5d500273ccd11f5102307e5abb822dd3752,"RT @indiohistorian #TodayinHistory in 1899, the Battle of Zapote River was fought bet. 5,000 Filipino troops led by Gens. Artemio Ricarte & Mariano Noriel, & 3,000 American troops by. Maj. Gen. Henry Ware Lawton. It was the 2nd largest battle in the Philippine-American War. THREAD. #Kasaysayan #PH https://t.co/7GWLFXVPRt",,1686632289,Twitter,,000 000 1899 2nd american american artemio battle battle bet filipino fought gen gens henry largest lawton led maj mariano noriel philippine ricarte river rt thread troops troops war ware zapote,31,18,5,neutral,,0,
27715,1379079,142905,retweet,6ba44ee75915151c81ce39edb2744ccecbfebc85b8ecbf5e3cff3516026eccfa,"RT @pnagovph Filipino and American troops have successfully fired modern battlefield weapons, including the M-142 High Mobility Artillery Rocket System, during the live-fire phase of the ongoing ""Salaknib"" exercises in Fort Magsaysay, Nueva Ecija. https://t.co/IVivq4FIkA https://t.co/r0I3MH7Gnh",,1680604985,Twitter,,142 american artillery battlefield ecija exercises filipino fire fired fort high including live magsaysay mobility modern nueva ongoing phase rocket rt salaknib successfully system troops weapons,26,11,6,supportive,,0,
27790,1775759,215298,retweet,93ee770942e487c525e407860f7b188c206595783f61dfcaac4336bb11fa16f5,"RT @Aaron_MatthewIL Balabac is interesting, as there is currently a large runway project taking place on the island. The construction has been slow and delayed at times, reportedly due to funding issues, but with EDCA the project could receive American funds. 1/3 https://t.co/nFZSMgRnzq",,1680538874,Twitter,,american balabac construction delayed due edca funding funds interesting island issues large place project project receive reportedly rt runway slow taking times,22,21,5,supportive,,0,
27791,5080561,215298,retweet,ad183a196172c923fa49b9a3d7499e12165f84ad48b417e18010a094402dc226,"RT @Aaron_MatthewIL Updated EDCA map by @ThrustWR. We found that when compared to the official graphic, the actual locations of the new sites tells a different story. Three of the four sites are concentrated in Northeastern Luzon, with two on the Luzon Strait facing Taiwan. https://t.co/6nt0Wi5vD0",,1681198745,Twitter,,actual compared concentrated edca facing found graphic locations luzon luzon map northeastern official rt sites sites story strait taiwan tells updated,21,35,5,supportive,,0,
27792,4719481,215298,retweet,bde5e922c37eed65260a87d9055c67e63e25138a2f98c4cb64f9683abaf2f046,"RT @IndoPac_Info #Philippine military bases with #US access won’t be used for offensive actions, says Marcos This after Chinese FM spokesman warned that expanding the number of bases under EDCA may draw the Philippines “into a potential conflict in the #TaiwanStrait ” https://t.co/wFzccRVygz https://t.co/I5OgMzRFyU",,1681280261,Twitter,,access actions bases bases chinese conflict draw edca expanding fm marcos military number offensive philippines potential rt spokesman warned won,20,94,5,supportive,,0,
27793,1004051,215298,retweet,1ae07babc247ea6861f7b16ebf0b22e0d3b6ef9c1182312e886e340fbe183223,"RT @DemesDavid 🇨🇳 Ambassador Huang Xilian: ""Philippines is advised to unequivocally oppose ‘Taiwan Independence’ rather than stoking the fire by offering the US access to the military bases near the Taiwan Strait if you care genuinely about the 150,000 Overseas [Filipino] Workers"" [in Taiwan]. https://t.co/A2OdUZgpdQ",,1681639310,Twitter,,000 150 access advised ambassador bases care filipino fire genuinely huang independence military offering oppose overseas philippines rt stoking strait taiwan taiwan taiwan unequivocally workers xilian,26,153,5,opposing,,0,
27798,4613291,88702,retweet,93ee770942e487c525e407860f7b188c206595783f61dfcaac4336bb11fa16f5,"RT @Aaron_MatthewIL Balabac is interesting, as there is currently a large runway project taking place on the island. The construction has been slow and delayed at times, reportedly due to funding issues, but with EDCA the project could receive American funds. 1/3 https://t.co/nFZSMgRnzq",,1680518985,Twitter,,american balabac construction delayed due edca funding funds interesting island issues large place project project receive reportedly rt runway slow taking times,22,21,5,supportive,,0,
27799,2284950,88702,retweet,b2532a58bde3cd2b6d027d8090e8d778b129cac905d209f2b4e5fb3266b1e45e,"RT  wivesF MingosingINQ Malacaña announces national sites under the Enhanced Defense Cooperation Agrement - Naval Base Camilo Osias in Sta, Cagayan -Lal-lo Airport in Lal-lo, Cagayananun -Camp Melorla De Cruz in Gamu, IsabelaBabaac Island in Paintps:/tco.H9weuXT",,1680518982,Twitter,,agrement airport announces base cagayan cagayananun camilo camp cooperation cruz de defense enhanced gamu h9weuxt isabelababaac island lal lal lo lo malacaña melorla mingosinginq national naval osias paintps rt sites sta tco wivesf,33,42,5,supportive,,0,
27800,6394402,88702,retweet,bfc3808562b3fde816238740ad816eb47cfd4486cbef9a48d38ab7f680d1f59e,"RT @Richeydarian Looks like MARCOS JR. has yet to give US troops access, under EDCA, to the “best” bases yet, namely those close to TAIWAN: Fuga & Mavulis in particular… this looks more “balanced” than initially feared. But still potential “dependency” on a foreign power an issue via @gmanews https://t.co/M9HKsDO92E",,1680535862,Twitter,,access balanced bases close dependency edca feared foreign fuga give initially issue jr marcos mavulis potential power rt taiwan troops,20,10,5,supportive,neutral,1,
27801,4960408,88702,retweet,5f13d0840c00c3659547a23f35075d728dd4317aa1481db20f6b348f4b9cd1d0,"RT @bahaynadilaw spain, america, japan, and britain should exempt filipinos from visa as compensation for colonizing us",,1685292583,Twitter,,america britain colonizing compensation exempt filipinos japan rt spain visa,10,1906,5,neutral,,0,
27802,2596871,88702,retweet,72bfbd46deea34fb3e46596b0e819e704b3a577008dd1cb6a6e1902af6fd5281,"RT ML. Although I have once again seen the face of the non-GAMELY punishing the people, especially our poor people during Mark ML. Although I should respect the older, she’s an exemption. Ildaelda, let her taste the hardships that Pass suffered! Jail the bitc* tils:/tco.CTSH9BNt",,1687186233,Twitter,,bitc ctsh9bnt exemption face gamely hardships ildaelda jail mark ml ml older pass people people poor punishing respect rt suffered taste tco tils,23,24,5,neutral,,0,
27813,32589,32586,retweet,b2532a58bde3cd2b6d027d8090e8d778b129cac905d209f2b4e5fb3266b1e45e,"RT  wivesF MingosingINQ Malacaña announces national sites under the Enhanced Defense Cooperation Agrement - Naval Base Camilo Osias in Sta, Cagayan -Lal-lo Airport in Lal-lo, Cagayananun -Camp Melorla De Cruz in Gamu, IsabelaBabaac Island in Paintps:/tco.H9weuXT",,1680530224,Twitter,,agrement airport announces base cagayan cagayananun camilo camp cooperation cruz de defense enhanced gamu h9weuxt isabelababaac island lal lal lo lo malacaña melorla mingosinginq national naval osias paintps rt sites sta tco wivesf,33,42,5,supportive,,0,
27814,2187860,32586,retweet,18601fe63e7bf238c817a6895bf1f0f412a0cf3013693f696569782dba3ded0c,RT @InsightGL -#Chinese wolf warrior diplomats continue to threaten peace in #SoutheastAsia -#China’s Ambassador to #Philippines Xilian’s comment akin to terrorism: Overseas Filipino workers could be at risk due to Philippines military drills with #USA -Are #France #Germany #Brazil listening❓ https://t.co/3IGUcomZfs,,1681744328,Twitter,,akin ambassador china chinese comment continue diplomats drills due filipino listening❓ military overseas peace philippines risk rt terrorism threaten warrior wolf workers xilian,23,19,5,opposing,,0,
27829,3176060,926,retweet,b2532a58bde3cd2b6d027d8090e8d778b129cac905d209f2b4e5fb3266b1e45e,"RT  wivesF MingosingINQ Malacaña announces national sites under the Enhanced Defense Cooperation Agrement - Naval Base Camilo Osias in Sta, Cagayan -Lal-lo Airport in Lal-lo, Cagayananun -Camp Melorla De Cruz in Gamu, IsabelaBabaac Island in Paintps:/tco.H9weuXT",,1680524921,Twitter,,agrement airport announces base cagayan cagayananun camilo camp cooperation cruz de defense enhanced gamu h9weuxt isabelababaac island lal lal lo lo malacaña melorla mingosinginq national naval osias paintps rt sites sta tco wivesf,33,42,6,supportive,,0,
27830,5234935,926,retweet,85d40974b07ac4ade8e238219222b75501c7354d6ce633d00e1b9ee249186a51,"RT @IndoPac_Info 1) #Philippines announces 4 additional sites for military bases under the Enhanced Defense Cooperation Agreement with #US 1-Naval Base Camilo Osias in Sta Ana, Cagayan 2-Lal-lo Airport in Lal-lo, Cagayan 3-Camp Melchor Dela Cruz in Gamu, Isabela 4-Balabac Island in Palawan https://t.co/Jm6RGiRU57",,1680524844,Twitter,,additional agreement airport ana announces balabac base bases cagayan cagayan camilo camp cooperation cruz defense dela enhanced gamu isabela island lal lal lo lo melchor military naval osias palawan rt sites sta,32,77,6,supportive,,0,
27831,6045423,926,retweet,823d0e35050d244aadf9773cc16db98741bb3c4fd7811872d510cad4c36ac1f4,"RT @IndoPac_Info #Philippines: Development of the 4 new EDCA sites with the US military to begin soon, more locations ‘possible' : PH Ambassador to US The just announced 4 additional EDCA sites are a major boost to the country’s push for ""strategic defense capabilities."" https://t.co/429pl0TQmd",,1680699092,Twitter,,additional ambassador announced begin boost capabilities country defense development edca edca locations major military ph push rt sites sites strategic,20,16,6,supportive,,0,
27832,6234688,926,retweet,cf82560ec3bc5bfde5005d55c703ebc0612a882b7e01cf6ae65cf46fa12f0a86,"RT @IndoPac_Info #US, #Philippines begin largest-ever drills after #China exercises This annual Balikatan exercise would be their largest-ever, after Washington earlier this year secured a new defence deal with the Philippines. https://t.co/QgmDz7hP6V",,1681209521,Twitter,,annual balikatan begin china deal defence drills earlier exercise exercises largest largest philippines rt secured washington year,17,27,6,supportive,,0,
27833,1471991,926,retweet,c84acd2c448b8377ffa4991d01e334dbcccc20509f4f4a5c10df4d33917aa299,"RT @AsiaMTI The Philippines' Marcos Jr. has granted the United States military expanded access to bases under the Enhanced Defense Cooperation Agreement, but a coalition of domestic actors that would resist EDCA implementation is forming. The latest from @Richeydarian https://t.co/rT4oSAjeQp https://t.co/9GbKVw0PFY",,1687161414,Twitter,,access actors agreement bases coalition cooperation defense domestic edca enhanced expanded forming granted implementation jr latest marcos military philippines resist rt states united,23,53,6,opposing,,0,
27834,4462189,926,retweet,05891675ecb1e6446c52f905f0eede61d203a3b6ea5eb020ef7234624f12cef2,"RT @IndoPac_Info #Philippine Congress Set to Approve Expanded #US Base Deal as #China Expands Claims, Ambassador in US Says ""China’s persistent expansion into the #SouthChinaSea is the main security concern for Philippines."" “We won't give one inch of our territory.” https://t.co/57bkvxCdYE",,1686977023,Twitter,,ambassador approve base china china claims concern congress deal expanded expands expansion give inch main persistent philippines rt security set territory,21,88,6,supportive,,0,
27848,6519025,236217,retweet,b2532a58bde3cd2b6d027d8090e8d778b129cac905d209f2b4e5fb3266b1e45e,"RT  wivesF MingosingINQ Malacaña announces national sites under the Enhanced Defense Cooperation Agrement - Naval Base Camilo Osias in Sta, Cagayan -Lal-lo Airport in Lal-lo, Cagayananun -Camp Melorla De Cruz in Gamu, IsabelaBabaac Island in Paintps:/tco.H9weuXT",,1680523500,Twitter,,agrement airport announces base cagayan cagayananun camilo camp cooperation cruz de defense enhanced gamu h9weuxt isabelababaac island lal lal lo lo malacaña melorla mingosinginq national naval osias paintps rt sites sta tco wivesf,33,42,5,supportive,,0,
27866,2098650,44050,retweet,85d40974b07ac4ade8e238219222b75501c7354d6ce633d00e1b9ee249186a51,"RT @IndoPac_Info 1) #Philippines announces 4 additional sites for military bases under the Enhanced Defense Cooperation Agreement with #US 1-Naval Base Camilo Osias in Sta Ana, Cagayan 2-Lal-lo Airport in Lal-lo, Cagayan 3-Camp Melchor Dela Cruz in Gamu, Isabela 4-Balabac Island in Palawan https://t.co/Jm6RGiRU57",,1680541637,Twitter,,additional agreement airport ana announces balabac base bases cagayan cagayan camilo camp cooperation cruz defense dela enhanced gamu isabela island lal lal lo lo melchor military naval osias palawan rt sites sta,32,77,10,supportive,,0,
27867,3647745,44050,retweet,1b4f0f15b4f65e062afeb129e977c6645055b1dad0453698d050cef96f2825b6,"RT @IndoPac_Info 2) President Marcos: ""The main goal of new EDCA sites is to ""defend the country’s eastern coast"" as PH continental shelf on Luzon’s eastern side was also put into consideration."" This is in response to China's encroachment in PH waters. This adds to the current 5 bases. https://t.co/JI5oUzbse0",,1680541644,Twitter,,adds bases china coast consideration continental country current defend eastern eastern edca encroachment goal luzon main marcos ph ph president put response rt shelf side sites waters,27,27,10,supportive,,0,
27869,501093,44050,retweet,cc60bbb83b82903eae7150748e0721115b86157592d1cb4bfaf7a8f14fdcc5e3,"RT @IndoPac_Info 1) #US can't stockpile arms in #Philippines to defend #Taiwan, says 'friends to all' Manila After China's complain, Philippines said it won't allow the US to stockpile weapons that could be used to defend Taiwan on bases the US has access to under EDCA. https://t.co/R0QgIBIFJ1",,1682049778,Twitter,,access arms bases china complain defend defend edca friends manila philippines rt stockpile stockpile taiwan weapons,16,51,10,opposing,,0,
27870,4539321,44050,retweet,809a886129fb6ab5cfffdfe94697cc30e2b0e630779a5374b4dafc7ddc699fc5,"RT @JChengWSJ U.S. to China: You should desist from your provocative and unsafe conduct against the Philippines in the South China Sea, or else we may have to invoke U.S. mutual defense commitments under Article IV of the 1951 U.S. Philippines Mutual Defense Treaty. https://t.co/miYsmlrjYy",,1682929984,Twitter,,article china china commitments conduct defense defense desist invoke iv mutual mutual philippines philippines provocative rt sea south treaty unsafe,20,177,10,supportive,,0,
27871,351834,44050,retweet,771f3cc1e6da6c30d3937ba0d0904d9e244cb50a03c059499782ad40d7d20542,"RT @IndoPac_Info #US Statement of Support for the #Philippines in the #SouthChinaSea implies that attacks oh PH Coast Guard ships are covered by the U.S. Philippines Mutual Defense Treaty This is big for the Philippines, but are they going to actually invoke the treaty? https://t.co/x2eF4DlUVo https://t.co/cfJ9WgfRKa",,1682928490,Twitter,,attacks big coast covered defense guard implies invoke mutual ph philippines philippines rt ships statement support treaty treaty,18,65,10,supportive,,0,
27872,5442923,44050,retweet,142dcafb9b40a30a73a9fc591f64f7765b33ddbc0f3205c14905ed9c606c97eb,"RT @SecDef The US and the Philippines just designated four new locations under our Enhanced Defense Cooperation Agreement. Our forces will work together to strengthen Philippine security, continue to modernize the Philippine military, and deliver humanitarian aid and disaster relief. https://t.co/FYDeIEaOzA",,1685791002,Twitter,,agreement aid continue cooperation defense deliver designated disaster enhanced forces humanitarian locations military modernize philippine philippine philippines relief rt security strengthen work,22,46,10,supportive,,0,
27873,5514793,44050,retweet,e0987c7bc64a789392454c3d349bf643e5cb4a7c94bf67a8e1be2954d98e52db,"RT @IndoPac_Info #Philippine lawmakers demand #US pays for bases to fund cash-strapped military pensions ""They are using our land but don’t pay, the alliance is ‘one-sided’ in favor of the US"", said legislator Ronald dela Rosa. US has 5 bases in PH, with 4 more agreed. https://t.co/SsytqZNdkh",,1686960193,Twitter,,agreed alliance bases bases cash dela demand don favor fund land lawmakers legislator military pay pays pensions ph ronald rosa rt sided strapped,23,33,10,opposing,,0,
27874,6581643,44050,retweet,05891675ecb1e6446c52f905f0eede61d203a3b6ea5eb020ef7234624f12cef2,"RT @IndoPac_Info #Philippine Congress Set to Approve Expanded #US Base Deal as #China Expands Claims, Ambassador in US Says ""China’s persistent expansion into the #SouthChinaSea is the main security concern for Philippines."" “We won't give one inch of our territory.” https://t.co/57bkvxCdYE",,1687013082,Twitter,,ambassador approve base china china claims concern congress deal expanded expands expansion give inch main persistent philippines rt security set territory,21,88,10,supportive,,0,
27875,5265213,44050,retweet,f43f1a8ad8de2887bf5295f13f819323dfbc47aaaef31bbf52d302b2d9f475d5,"RT @IndoPac_Info #US #Philippines & #Japan eye regular #SouthChinaSea exercises 3 way cooperation seen as key to deterring China along 'first island chain'. The US, Japan & the Philippines plan to coordinate security strategies in the East China Sea & South China Sea. https://t.co/CMplRWa2yf https://t.co/fJ9J2UrGBD",,1687171702,Twitter,,chain china china china cooperation coordinate deterring east exercises eye island japan japan key philippines plan regular rt sea sea security south strategies,23,102,10,supportive,,0,
27877,2095798,251725,retweet,85d40974b07ac4ade8e238219222b75501c7354d6ce633d00e1b9ee249186a51,"RT @IndoPac_Info 1) #Philippines announces 4 additional sites for military bases under the Enhanced Defense Cooperation Agreement with #US 1-Naval Base Camilo Osias in Sta Ana, Cagayan 2-Lal-lo Airport in Lal-lo, Cagayan 3-Camp Melchor Dela Cruz in Gamu, Isabela 4-Balabac Island in Palawan https://t.co/Jm6RGiRU57",,1680523002,Twitter,,additional agreement airport ana announces balabac base bases cagayan cagayan camilo camp cooperation cruz defense dela enhanced gamu isabela island lal lal lo lo melchor military naval osias palawan rt sites sta,32,77,6,supportive,,0,
27879,2956821,251725,retweet,771f3cc1e6da6c30d3937ba0d0904d9e244cb50a03c059499782ad40d7d20542,"RT @IndoPac_Info #US Statement of Support for the #Philippines in the #SouthChinaSea implies that attacks oh PH Coast Guard ships are covered by the U.S. Philippines Mutual Defense Treaty This is big for the Philippines, but are they going to actually invoke the treaty? https://t.co/x2eF4DlUVo https://t.co/cfJ9WgfRKa",,1682844013,Twitter,,attacks big coast covered defense guard implies invoke mutual ph philippines philippines rt ships statement support treaty treaty,18,65,6,supportive,,0,
27880,6827679,251725,retweet,38954300dd696b0d9b10427e2c498cf230e9b9584a8e9e95bf49cad506b4a9a4,RT @IndoPac_Info #Philippines won't allow itself to be used as a “staging post” for military operations in the #IndoPacific region: President Marcos Jr. Marcos also dispelled fears about PH being drawn into the Taiwan-China conflict after increasing security ties with USA https://t.co/4zU26FGKHZ https://t.co/zuL591n7Bq,,1683024518,Twitter,,china conflict dispelled drawn fears increasing jr marcos marcos military operations ph post president region rt security staging taiwan ties usa,21,30,6,supportive,,0,
27881,4863162,251725,retweet,747e926d7bbf1ffe5e56c91556401147301b4280f48e3fa08d8e7e7627a45722,"RT @IndoPac_Info Joint patrols in #SouthChinaSea between #Philippines & its allies to begin 'very soon' - PH envoy to US ""We're putting down the parameters for Philippines & #Australia to do joint patrols with the US & hopefully, Japan will also look at this opportunity"". https://t.co/hezrhdHepx",,1683651405,Twitter,,allies begin envoy japan joint joint opportunity parameters patrols patrols ph philippines putting rt,14,63,6,supportive,,0,
27882,2428714,251725,retweet,871fc4ab0c5e8e7928f076de3ceca2e3dbec385c5f9e362c7650cb497c2bfe1b,"RT @IndoPac_Info The #Philippines could be #Australia’s most important defence partner in SE Asia Philippines could be an important partner because of its location & potential willingness, as an ally of the US, to grant access & logistical support to Australian forces. https://t.co/UVHobkh51Q",,1684575196,Twitter,,access ally asia australian defence forces grant important important location logistical partner partner philippines potential rt se support willingness,19,52,6,supportive,,0,
27883,2495572,46819,retweet,85d40974b07ac4ade8e238219222b75501c7354d6ce633d00e1b9ee249186a51,"RT @IndoPac_Info 1) #Philippines announces 4 additional sites for military bases under the Enhanced Defense Cooperation Agreement with #US 1-Naval Base Camilo Osias in Sta Ana, Cagayan 2-Lal-lo Airport in Lal-lo, Cagayan 3-Camp Melchor Dela Cruz in Gamu, Isabela 4-Balabac Island in Palawan https://t.co/Jm6RGiRU57",,1680525648,Twitter,,additional agreement airport ana announces balabac base bases cagayan cagayan camilo camp cooperation cruz defense dela enhanced gamu isabela island lal lal lo lo melchor military naval osias palawan rt sites sta,32,77,7,supportive,,0,
27884,6690123,46819,retweet,5c5b0593dd8fa4a9d6de596f069ea22166e60017367bb8eba38333e5bd378ab9,RT @IndoPac_Info #Philippines ‘stoking the fire’ over #Taiwan's independence by giving the US access to military sites near the #TaiwanStrait: #China envoy The Philippines identified 4 new bases the US will have access to under their Enhanced Defense Cooperation Agreement https://t.co/IVDFnnMXE0,,1681564061,Twitter,,access access agreement bases china cooperation defense enhanced envoy fire giving identified independence military philippines rt sites stoking,18,36,7,opposing,,0,
